"EmployeeID","CurrentRole","Python","Machine Learning","Java","SQL","JavaScript","Project Management","Communication","UI/UX Design"
"275","Sales Representative","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"276","Sales Representative","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"277","UX Designer","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"278","Software Engineer","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"279","Product Manager","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"280","Software Engineer","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"281","Sales Representative","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"282","Product Manager","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"283","UX Designer","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"284","Sales Representative","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"285","Product Manager","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"286","Data Scientist","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"287","Data Scientist","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"288","Software Engineer","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"289","UX Designer","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"290","Sales Representative","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"291","Software Engineer","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"292","Software Engineer","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"293","UX Designer","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"294","UX Designer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"295","Sales Representative","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"296","Data Scientist","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"297","UX Designer","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"298","Software Engineer","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"299","Software Engineer","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"300","Sales Representative","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"301","Sales Representative","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"302","Software Engineer","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"303","Data Scientist","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"304","UX Designer","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"305","Product Manager","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"306","Data Scientist","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE"
"307","Data Scientist","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"308","Sales Representative","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"309","Product Manager","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"310","Data Scientist","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"311","Data Scientist","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"312","Data Scientist","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"313","UX Designer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"314","Data Scientist","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"315","UX Designer","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"316","Data Scientist","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"317","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"318","Sales Representative","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"319","Software Engineer","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"320","Software Engineer","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE"
"321","Software Engineer","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"322","Sales Representative","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"323","Product Manager","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"324","UX Designer","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"325","UX Designer","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"326","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"327","Product Manager","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"328","Product Manager","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"329","Sales Representative","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"330","Data Scientist","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"331","Sales Representative","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"332","Software Engineer","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"333","Sales Representative","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"334","Product Manager","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"335","Product Manager","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"336","Software Engineer","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"337","Product Manager","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"338","Product Manager","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"339","Data Scientist","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE"
"340","Software Engineer","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"341","Data Scientist","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"342","Data Scientist","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"343","Product Manager","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"344","Product Manager","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"345","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"346","UX Designer","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"347","Data Scientist","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"348","Product Manager","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"349","Product Manager","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"350","UX Designer","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"351","Software Engineer","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"352","Sales Representative","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"353","Data Scientist","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"354","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"355","Product Manager","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"356","Software Engineer","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"357","Sales Representative","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"358","Sales Representative","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"359","Product Manager","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"360","Data Scientist","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"361","Software Engineer","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"362","Product Manager","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"363","Software Engineer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"364","Data Scientist","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"365","Software Engineer","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"366","Data Scientist","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"367","UX Designer","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"368","Sales Representative","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"369","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"370","Product Manager","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"371","Software Engineer","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"372","Product Manager","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"373","UX Designer","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"374","Sales Representative","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"375","UX Designer","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE"
"376","Software Engineer","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"377","UX Designer","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"378","Data Scientist","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"379","Software Engineer","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"380","Sales Representative","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"381","Software Engineer","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"382","UX Designer","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"383","Sales Representative","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"384","Data Scientist","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"385","Sales Representative","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"386","Software Engineer","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"387","UX Designer","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"388","UX Designer","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"389","Data Scientist","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"390","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"391","UX Designer","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"392","Product Manager","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"393","Product Manager","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"394","Product Manager","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"395","Software Engineer","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"396","UX Designer","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"397","Sales Representative","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"398","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE"
"399","UX Designer","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"400","Product Manager","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"401","UX Designer","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"402","Data Scientist","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"403","Software Engineer","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"404","Sales Representative","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"405","Product Manager","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"406","Software Engineer","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"407","Data Scientist","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"408","Sales Representative","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"409","Sales Representative","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"410","Sales Representative","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"411","Software Engineer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"412","Sales Representative","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"413","Sales Representative","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"414","Software Engineer","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"415","UX Designer","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"416","Software Engineer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"417","Software Engineer","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"418","Sales Representative","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"419","Software Engineer","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"420","UX Designer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"421","UX Designer","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"422","Sales Representative","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE"
"423","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"424","UX Designer","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE"
"425","Product Manager","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"426","Software Engineer","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"427","Product Manager","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"428","UX Designer","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"429","Data Scientist","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"430","Product Manager","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE"
"431","Sales Representative","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"432","UX Designer","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"433","Software Engineer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"434","Sales Representative","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"435","Sales Representative","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"436","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"437","UX Designer","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"438","UX Designer","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"439","Sales Representative","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"440","Product Manager","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"441","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"442","Sales Representative","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"443","Software Engineer","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"444","Product Manager","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"445","Data Scientist","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"446","UX Designer","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE"
"447","Software Engineer","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"448","Sales Representative","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"449","Sales Representative","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"450","Product Manager","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"451","Product Manager","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"452","Product Manager","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"453","Data Scientist","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE"
"454","Software Engineer","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"455","Sales Representative","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"456","UX Designer","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE"
"457","UX Designer","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"458","UX Designer","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"459","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"460","Data Scientist","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"461","Sales Representative","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"462","UX Designer","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"463","Sales Representative","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"464","Product Manager","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"465","Software Engineer","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"466","Data Scientist","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"467","Sales Representative","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"468","Product Manager","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"469","Software Engineer","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"470","Data Scientist","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"471","UX Designer","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"472","Software Engineer","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"473","Data Scientist","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"474","Product Manager","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"475","Software Engineer","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"476","Sales Representative","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"477","Sales Representative","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"478","UX Designer","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"479","Data Scientist","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"480","Sales Representative","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"481","Software Engineer","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"482","UX Designer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"483","Sales Representative","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"484","Data Scientist","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"485","Product Manager","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"486","Sales Representative","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"487","Sales Representative","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"488","Software Engineer","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"489","Data Scientist","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"490","Software Engineer","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"491","Sales Representative","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"492","Data Scientist","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"493","Data Scientist","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"494","Data Scientist","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"495","Product Manager","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"496","Product Manager","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"497","Data Scientist","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"498","Sales Representative","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"499","Data Scientist","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"500","Sales Representative","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"501","Data Scientist","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"502","UX Designer","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"503","Product Manager","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"504","Sales Representative","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"505","Sales Representative","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"506","Software Engineer","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE"
"507","Data Scientist","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"508","Data Scientist","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"509","UX Designer","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"510","Sales Representative","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"511","Software Engineer","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"512","Software Engineer","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"513","Product Manager","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE"
"514","Product Manager","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"515","Product Manager","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"516","Product Manager","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"517","Software Engineer","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"518","Data Scientist","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"519","Sales Representative","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"520","Product Manager","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"521","Software Engineer","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"522","UX Designer","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"523","Software Engineer","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"524","Product Manager","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"525","Data Scientist","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"526","Data Scientist","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"527","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"528","Product Manager","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"529","Product Manager","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"530","Software Engineer","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"531","Software Engineer","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"532","Product Manager","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"533","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"534","Software Engineer","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"535","Product Manager","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"536","Software Engineer","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE"
"537","UX Designer","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"538","Software Engineer","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"539","Software Engineer","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"540","Sales Representative","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"541","UX Designer","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"542","Product Manager","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"543","Data Scientist","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"544","UX Designer","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"545","Software Engineer","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"546","Data Scientist","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"547","Software Engineer","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"548","Software Engineer","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE"
"549","Sales Representative","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
